Number,Company,Company URL,Company URL,SAB Link,SAB,Ticker,Whale URL,Crunchbase URL,Venture Funders,Whale URL,Public Holders,# of High Quality Public Holders,Crunchbase URL,Peptide Specialist?,Pitchbook URL
153,Denovo Biopharma LLC,https://www.denovobiopharma.com/,https://www.denovobiopharma.com/,https://www.denovobiopharma.com/Advisors.html,2,,,http://crunchbase.com/organization/denovo-biopharma/company_financials,1,,,,https://news.crunchbase.com/news/the-most-recent-startup-investments-over-250-million-in-2019/,,https://pitchbook.com/profiles/company/97540-48
154,Diabetology Ltd.,https://www.biospace.com/article/releases/diabetology-ltd-and-b-usv-limited-b-a-leading-indian-pharmaceutical-company-announce-an-exclusive-licence-agreement-to-develop-and-commercialise-/,https://www.biospace.com/article/releases/diabetology-ltd-and-b-usv-limited-b-a-leading-indian-pharmaceutical-company-announce-an-exclusive-licence-agreement-to-develop-and-commercialise-/,https://www.diabetology.co.uk/about-us/directors/,1,,,http://crunchbase.com/organization/diabetology,1,,,,https://www.crunchbase.com/organization/onedrop,,https://pitchbook.com/profiles/company/101422-54
155,DiaMedica Therapeutics Inc.,https://www.diamedica.com/,https://www.diamedica.com/,http://diamedica.com/company/advisors,2,DMAC,https://whalewisdom.com/stock/dmac,http://crunchbase.com/organization/diamedica/company_financials,1,https://whalewisdom.com/stock/dmac,,,https://www.crunchbase.com/,,https://pitchbook.com/profiles/company/59799-25
156,Diasome Pharmaceuticals,https://www.diasome.com/,https://www.diasome.com/,https://www.diasome.com/leadership,2,,,https://www.crunchbase.com/organization/diasome,3,,,,https://www.crunchbase.com/organization/diasome,,https://pitchbook.com/profiles/company/54256-06
157,"Digna Biotech, S.L.",https://www.linkedin.com/company/digna-biotech,https://www.linkedin.com/company/digna-biotech,https://web.archive.org/web/20160203061145/http://dignabiotech.com/about_us.Human_resources.asp,1,,,https://www.crunchbase.com/organization/digna-biotech/company_financials,1,,,,https://github.com/bradjasper/Markov-Chains/blob/master/crunchbase.txt,,https://pitchbook.com/profiles/company/57201-85
158,"DiObex, Inc.",https://www.crunchbase.com/organization/diobex,https://www.crunchbase.com/organization/diobex,no page,1,,,https://www.crunchbase.com/organization/diobex/company_financials,3,,,,https://www.crunchbase.com/organization/diobex/company_financials,,https://tracxn.com/d/companies/diobex.com
159,D-Pharm Ltd.,https://www.bionity.com/en/companies/14414/d-pharm-ltd.html,https://www.bionity.com/en/companies/14414/d-pharm-ltd.html,no page,1,DPRM,https://whalewisdom.com/stock/dprm,https://www.crunchbase.com/organization/d-pharm-ltd/company_financials,3,https://whalewisdom.com/stock/dprm,,,https://www.crunchbase.com/organization/d-pharm-ltd/company_financials,,https://pitchbook.com/profiles/company/54271-00
160,Dr Kurt Wolff GmbH & Co KG,https://www.dnb.com/business-directory/company-profiles.dr_kurt_wolff_gmbh__co_kg.5cbc381fce0faeb87b890eb970838b98.html,https://www.dnb.com/business-directory/company-profiles.dr_kurt_wolff_gmbh__co_kg.5cbc381fce0faeb87b890eb970838b98.html,https://www.drwolffgroup.com/,1,,,https://www.drwolffgroup.com/,1,,,,https://solarpowerinvestor.com/spi-introduction-platform-for-investors/,,https://solarpowerinvestor.com/spi-introduction-platform-for-investor/
161,Dr. Reddy's Laboratories Ltd.,https://www.drreddys.com/,https://www.drreddys.com/,large cap,N/A,RDY,https://whalewisdom.com/stock/rdy,https://www.crunchbase.com/organization/dr-reddys-laboratories/company_financials,N/A,https://whalewisdom.com/stock/rdy,,,https://www.crunchbase.com/organization/dr-reddys-laboratories/company_financials,,https://pitchbook.com/profiles/company/41490-19
162,Eastgate Biotech Corporation,https://www.eastgatebiotech.com/,https://www.eastgatebiotech.com/,http://eastgatebiotech.com/about/management/,1,ETBI,https://whalewisdom.com/stock/etbi,https://www.crunchbase.com/organization/eastgate-biotech/company_financials,1,https://whalewisdom.com/stock/etbi,,,https://www.crunchbase.com/hub/us-department-of-commerce-economic-development-administation-portfolio-companies,,https://pitchbook.com/profiles/company/55665-10
163,"Edinburgh Molecular Imaging, Ltd.",https://emimaging.com/,https://emimaging.com/,https://emimaging.com/about-us/,1,,,https://www.crunchbase.com/organization/edinburgh-molecular-imaging/company_financials,2,,,,https://www.crunchbase.com/organization/edinburgh-molecular-imaging/company_financials,,https://pitchbook.com/profiles/company/61408-27
164,"Eiger BioPharmaceuticals, Inc.",https://eigerbio.com/,https://eigerbio.com/,https://eigerbio.com/team/,1,EIGR,https://whalewisdom.com/stock/eigr,https://www.crunchbase.com/organization/eiger-biopharmaceuticals/company_financials,3,https://whalewisdom.com/stock/eigr,,,https://www.crunchbase.com/organization/eiger-biopharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/52943-23
165,"Eisai Co., Ltd.",https://www.eisai.com/index.html,https://www.eisai.com/index.html,large cap,N/A,4523:JP,https://whalewisdom.com/stock/4523:jp,https://www.crunchbase.com/organization/eisai-co/company_financials,NA,https://whalewisdom.com/stock/4523:jp,,,https://www.crunchbase.com/organization/eisai-co/company_financials,,https://pitchbook.com/profiles/company/42713-74
166,Eli Lilly and Company,https://www.lilly.com/,https://www.lilly.com/,large cap,N/A,LLY,https://whalewisdom.com/stock/lly,https://www.crunchbase.com/organization/eli-lilly/company_financials,N/A,https://whalewisdom.com/stock/lly,,,https://www.crunchbase.com/organization/eli-lilly/company_financials,,https://pitchbook.com/profiles/company/11565-19
167,EligoChem Ltd.,https://eligochem.com/,https://eligochem.com/,https://eligochem.com/the-team/,1,,,https://www.crunchbase.com/organization/eligochem/company_financials,2,,,,https://www.crunchbase.com/organization/eligochem/company_financials,,https://pitchbook.com/profiles/company/170692-30
168,"Eloxx Pharmaceuticals, Inc.",https://www.eloxxpharma.com/,https://www.eloxxpharma.com/,https://www.eloxxpharma.com/company/,2,ELOX,https://whalewisdom.com/stock/elox,https://www.crunchbase.com/organization/eloxx,3,https://whalewisdom.com/stock/elox,,,https://www.crunchbase.com/organization/eloxx,,https://pitchbook.com/profiles/company/60453-10
169,"Emisphere Technologies, Inc.",https://www.novonordisk.com/news-and-media/news-and-ir-materials/news-details.html?id=38064,https://www.novonordisk.com/news-and-media/news-and-ir-materials/news-details.html?id=38064,https://web.archive.org/web/20190912113847/http://www.emisphere.com/about/#directors,1,EMIS,https://whalewisdom.com/stock/emis,https://www.crunchbase.com/organization/emisphere-technologies/company_financials,N/A,https://whalewisdom.com/stock/emis,,,https://www.crunchbase.com/organization/emisphere-technologies/company_financials,,https://pitchbook.com/profiles/company/41173-03
170,"EnBiotix, Inc.",http://www.enbiotix.com/,http://www.enbiotix.com/,http://www.enbiotix.com/,3,,,https://www.crunchbase.com/organization/enbiotix/company_financials,2,,,,https://www.crunchbase.com/organization/enbiotix/company_financials,,https://pitchbook.com/profiles/company/158934-07
171,Endo International plc,https://www.endo.com/,https://www.endo.com/,large cap,N/A,ENDP,https://whalewisdom.com/stock/endp,https://www.crunchbase.com/organization/endo-pharmaceuticals,N/A,https://whalewisdom.com/stock/endp,,,https://www.crunchbase.com/organization/endo-pharmaceuticals,,https://www.morningstar.com/funds/xnas/plbcx/portfolio
172,Enesi Pharma Limited,https://www.enesipharma.com/,https://www.enesipharma.com/,https://www.enesipharma.com/about-us/scientific-advisory-board/,2,,,https://www.crunchbase.com/organization/enesi-pharma/company_financials,1,,,,https://www.crunchbase.com/search/organization.companies/field/organizations/rank_org_company/158298,,https://pitchbook.com/profiles/company/435334-87
173,Entera Bio Ltd.,https://www.enterabio.com/,https://www.enterabio.com/,https://www.enterabio.com/about-us/board-of-directors,1,ENTX,https://whalewisdom.com/stock/entx,http://crunchbase.com/organization/entera-bio/company_financials,3,https://whalewisdom.com/stock/entx,,,https://www.nasdaq.com/market-activity/stocks/entx,,https://pitchbook.com/profiles/company/58706-20
174,"Enzo Biochem, Inc.",https://www.enzo.com/,https://www.enzo.com/,http://enzo.com/corporate/about-us,1,ENZ,https://whalewisdom.com/stock/enz,https://www.crunchbase.com/organization/enzo-life-sciences,N/A,https://whalewisdom.com/stock/enz,,,https://zephyrnet.com/dune-acquisition-corporation-duneu-prices-upsized-150m-ipo/,,https://pitchbook.com/profiles/company/41202-10
175,EpiVax Therapeutics,https://www.epivaxtx.com/,https://www.epivaxtx.com/,https://www.epivaxtx.com/the-team-copy,2,,,https://www.crunchbase.com/organization/epivax/company_financials,2,,,,https://www.crunchbase.com/person/gad-berdugo,,https://pitchbook.com/profiles/company/229257-37
176,"EpiVax, Inc.",https://epivax.com/,https://epivax.com/,https://www.epivaxtx.com/the-team-copy,2,,,https://www.crunchbase.com/organization/epivax/company_financials,2,,,,https://www.crunchbase.com/person/gad-berdugo,,https://pitchbook.com/profiles/company/54671-50
177,Ergomed plc,https://www.ergomedplc.com/,https://www.ergomedplc.com/,http://ergomedplc.com/about-us/meet-the-team/,1,ERGO,https://whalewisdom.com/stock/ergo,http://crunchbase.com/organization/ergomed/company_financials,2,https://whalewisdom.com/stock/ergo,,,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/surrey-united-kingdom,,https://pitchbook.com/profiles/company/65908-00
178,"Esperance Pharmaceuticals, Inc.",https://esperancepharma.com/,https://esperancepharma.com/,https://esperancepharma.com/scientific-advisors/,2,,,https://www.crunchbase.com/organization/esperance-pharmaceuticals/company_financials,3,,,,https://www.crunchbase.com/organization/esperance-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/52239-97
179,EspeRare Foundation,http://www.esperare.com/,http://www.esperare.com/,https://esperare.org/en/foundation-board,1,,,http://www.esperare.com/,N/A,,,,https://g.vovososo.com/url?q=https://clinicaltrials.gov/ct2/prs-orgs&sa=U&ved=2ahUKEwistP7alOHtAhXKy4sBHd43Avo4ChAWMAV6BAgCEAE&usg=AOvVaw1XYjdgUjMiqakRj1stwwbn,,https://www.businesswire.com/news/home/20140401005607/en/Edimer-Pharmaceuticals-Presents-Update-on-Phase-2-Clinical-Trial-of-EDI200-at-International-Gathering-of-Ectodermal-Dysplasia-Patient-Foundations
180,"Esperion Therapeutics, Inc.",https://esperion.com/,https://esperion.com/,https://esperion.com/the-esperion-story/board-of-directors/,1,ESPR,https://whalewisdom.com/stock/espr,https://www.crunchbase.com/organization/esperion-therapeutics/company_financials,2,https://whalewisdom.com/stock/espr,,,https://www.crunchbase.com/organization/oberland-capital,,https://pitchbook.com/profiles/company/107762-50
181,"Eton Pharmaceuticals, Inc.",https://etonpharma.com/,https://etonpharma.com/,https://etonpharma.com/board-of-directors/,1,ETON,https://whalewisdom.com/stock/eton,http://prnewswire.com/news-releases/eton-pharmaceuticals-announces-20-million-series-a-financing-300476954.html,2,https://whalewisdom.com/stock/eton,,,https://www.crunchbase.com/organization/eton-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/182408-32
182,ExperGen Drug Development GmbH,https://bciq.biocentury.com/companies/expergen_drug_development_gmbh,https://bciq.biocentury.com/companies/expergen_drug_development_gmbh,no page,1,,,https://bciq.biocentury.com/companies/expergen_drug_development_gmbh,1,,,,,,
183,"EyeGene, Inc.",https://stuartslondon.aivisualsearch.com/index.php?q=https%3A%2F%2Feyegene.nih.gov,https://stuartslondon.aivisualsearch.com/index.php?q=https%3A%2F%2Feyegene.nih.gov,http://eyegene.co.kr/eng/?ckattempt=1,1,185490,https://whalewisdom.com/stock/185490,http://crunchbase.com/organization/eyegene,2,https://whalewisdom.com/stock/185490,,,https://www.crunchbase.com/organization/meiragtx,,https://pitchbook.com/profiles/company/111505-87
184,Ferring Pharmaceuticals,https://www.ferringusa.com/,https://www.ferringusa.com/,http://ferring.com/about-ferring/executive-committee/,1,,,https://www.crunchbase.com/organization/ferring-pharmaceuticals/company_financials,N/A,,,,https://www.crunchbase.com/organization/ferring-pharmaceuticals/company_financials,,https://pitchbook.com/newsletter/blackstone-ferring-set-up-570m-gene-therapy-venture
185,Find Therapeutics,https://www.findtherapeutics.com/,https://www.findtherapeutics.com/,https://www.findtherapeutics.com/team/,1,,,https://www.crunchbase.com/organization/find-therapeutics/company_financials,2,,,,https://www.crunchbase.com/organization/find-therapeutics/company_financials,,https://pitchbook.com/profiles/company/435959-02
186,"FirstString Research, Inc.",https://firststringresearch.com/,https://firststringresearch.com/,https://firststringresearch.com/advisors/,2,,,https://www.crunchbase.com/organization/firststring-research/company_financials,2,,,,https://www.crunchbase.com/organization/firststring-research/company_financials,,https://pitchbook.com/profiles/company/56480-68
187,Follicum AB,https://follicum.com/,https://follicum.com/,https://follicum.com/about/scientific-advisory-board-hair-growth/,2,,,https://www.crunchbase.com/organization/follicum,1,,,,https://markets.ft.com/data/equities/tearsheet/profile?s=RESP:AKT,,https://pitchbook.com/profiles/company/58236-49
188,"Foresee Pharmaceuticals Co., Ltd.",https://www.foreseepharma.com/en-us,https://www.foreseepharma.com/en-us,https://www.foreseepharma.com/en-us/about_people/1,2,6576,https://whalewisdom.com/stock/6576,https://www.crunchbase.com/organization/foresee-pharma,1,https://whalewisdom.com/stock/6576,,,https://www.crunchbase.com/organization/foresee-results,,https://pitchbook.com/profiles/company/162970-30
189,"Formula Pharmaceuticals, Inc.",http://www.formulapharma.com/,http://www.formulapharma.com/,https://www.coimmune.com/management/,1,,,https://www.crunchbase.com/organization/formula-pharmaceuticals,1,,,,https://www.crunchbase.com/organization/coimmune/company_financials,,https://pitchbook.com/profiles/company/127703-17
190,Fortress Biotech Inc.,https://www.fortressbiotech.com/,https://www.fortressbiotech.com/,https://www.fortressbiotech.com/about/board-of-directors,1,FBIO,https://whalewisdom.com/stock/fbio,https://www.fortressbiotech.com/,N/A,https://whalewisdom.com/stock/fbio,,,https://www.crunchbase.com/organization/national-securities-corporation/company_financials,,https://pitchbook.com/profiles/company/52353-19
191,Fresenius SE & Co. KGaA,https://www.fresenius.com/,https://www.fresenius.com/,large cap,N/A,FSNUY,https://whalewisdom.com/stock/fsnuy,https://www.fresenius.com/,N/A,https://whalewisdom.com/stock/fsnuy,,,https://www.crunchbase.com/hub/germany-biotechnology-companies,,https://pitchbook.com/profiles/company/60401-89
192,Frontier Biotechnologies Inc,http://www.frontierbiotech.com/en/,http://www.frontierbiotech.com/en/,http://frontierbiotech.com/en/inside/19/26.html,1,,,https://www.crunchbase.com/organization/frontier-biotechnologies/company_financials,2,,,,https://www.crunchbase.com/organization/huaxin-century-investment-group/company_financials,,https://pitchbook.com/profiles/company/169462-45
193,FUJIFILM Holdings Corp.,https://holdings.fujifilm.com/en,https://holdings.fujifilm.com/en,large cap,N/A,TYO:4901,https://whalewisdom.com/stock/tyo:4901,https://www.crunchbase.com/organization/fujifilm-holdings-corp,N/A,https://whalewisdom.com/stock/tyo:4901,,,https://www.crunchbase.com/organization/fujifilm-holdings-corp,,https://pitchbook.com/profiles/company/59615-47
194,FunPep Co. Ltd.,https://www.bloomberg.com/quote/4881:JP,https://www.bloomberg.com/quote/4881:JP,http://funpep.co.jp/en/company/management,1,,,http://crunchbase.com/organization/funpep/company_financials,2,,,,https://www.crunchbase.com/hub/dietary-supplements-companies,,https://pitchbook.com/profiles/company/455219-11
195,Galmed Pharmaceuticals Ltd.,https://galmedpharma.com/,https://galmedpharma.com/,https://galmedpharma.com/scientific-advisory-board/,2,GLMD,https://whalewisdom.com/stock/glmd,https://www.sec.gov/Archives/edgar/data/1595353/000114420414006610/v367324_f1.htm,2,https://whalewisdom.com/stock/glmd,,,https://www.crunchbase.com/organization/galmed-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/61888-06
196,Gan & Lee Pharmaceuticals,http://www.ganlee.com/en/,http://www.ganlee.com/en/,http://ganlee.com/en/index.php?optionid=669,1,,,https://www.crunchbase.com/organization/gan-lee-pharmaceutical-co-ltd/company_financials,2,,,,https://www.crunchbase.com/organization/gan-lee-pharmaceutical-co-ltd/company_financials,,https://pitchbook.com/profiles/company/62352-19
197,GC Pharma,http://www.globalgreencross.com/,http://www.globalgreencross.com/,http://globalgreencross.com/eng/company/ceo1.do,1,6280,https://whalewisdom.com/stock/006280,https://pitchbook.com/profiles/company/53502-76#overview,2,https://whalewisdom.com/stock/006280,,,https://news.crunchbase.com/news/valuation-per-employee/,,https://pitchbook.com/profiles/company/53502-76
198,Gedeon Richter Plc.,http://www.gedeonrichter.com/,http://www.gedeonrichter.com/,http://www.richter.hu/hu-HU/rolunk/tarsasag_testuletei/Pages/Felugyelo-Bizottsag.aspx,1,RICHT,https://whalewisdom.com/stock/richt,http://crunchbase.com/organization/gedeon-richter-nordics-ab,1,https://whalewisdom.com/stock/richt,,,https://mercercapital.com/content/uploads/Value-Focus-Medical-Device-16Q4.pdf,,https://www.morningstar.com/stocks/xbud/richter/quote
199,Generex Biotechnology Corporation,https://www.generex.com/,https://www.generex.com/,http://generex.com,1,GNBT,https://whalewisdom.com/stock/gnbt,https://www.crunchbase.com/organization/generex-biotechnology/company_financials,2,https://whalewisdom.com/stock/gnbt,,,https://www.crunchbase.com/person/john-barratt-4a48,,https://pitchbook.com/profiles/company/41284-27
200,"Genervon Biopharmaceuticals, LLC",https://www.genervon.com/,https://www.genervon.com/,http://genervon.com/ourteam,1,,,https://www.crunchbase.com/organization/genervon-biopharmaceuticals,1,,,,https://amp.what-this.com/37629946/1/diffusion-pharmaceuticals.html,,https://www.genervon.com/
201,Genovax S.r.l.,https://www.zoominfo.com/c/genovax-srl/425723290,https://www.zoominfo.com/c/genovax-srl/425723290,https://www.genovax.it/people.php,1,,,http://crunchbase.com/organization/genovax-s-r-l,1,,,,https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/894715,,https://pitchbook.com/profiles/company/61061-86
202,"Genus Oncology, LLC",http://www.genusoncology.com/,http://www.genusoncology.com/,http://genusoncology.com/scientific-advisory-board.html,2,,,https://www.crunchbase.com/organization/genus-oncology/company_financials,1,,,,https://www.forbes.com/sites/louiscolumbus/2020/07/05/gartners-top-25-enterprise-software-startups-to-watch-in-2020/,,https://pitchbook.com/profiles/company/92046-88
203,GlaxoSmithKline plc,https://www.gsk.com/en-gb/home/,https://www.gsk.com/en-gb/home/,large cap,N/A,GSK,https://whalewisdom.com/stock/gsk,https://www.crunchbase.com/organization/glaxosmithkline/company_financials,N/A,https://whalewisdom.com/stock/gsk,,,https://www.crunchbase.com/organization/glaxosmithkline/company_financials,,https://pitchbook.com/profiles/company/25303-78
204,"GP Pharm, S.A.",http://gp-pharm.com/,http://gp-pharm.com/,http://gp-pharm.com/en/the-company#board,1,,,http://crunchbase.com/organization/gp-pharm,1,,,,https://www.crunchbase.com/,,https://pitchbook.com/sitemap-na-newsletter2.xml.gz
205,Greenwich LifeSciences,https://greenwichlifesciences.com/,https://greenwichlifesciences.com/,https://greenwichlifesciences.com/about/leadership/#board-of-directors,1,GLSI,https://whalewisdom.com/stock/glsi,https://www.crunchbase.com/organization/greenwich-lifesciences/company_financials,2,https://whalewisdom.com/stock/glsi,,,https://www.crunchbase.com/organization/greenwich-lifesciences/company_financials,,https://pitchbook.com/profiles/investor/10478-08
206,"G-treeBNT Co., Ltd",http://gtreebnt.com/,http://gtreebnt.com/,https://web.archive.org/web/20190718130639/http://gtreebnt.com/,1,,,http://crunchbase.com/organization/gtreebnt/company_financials,2,,,,https://g.vovososo.com/url?q=https://clinicaltrials.gov/ct2/prs-orgs&sa=U&ved=2ahUKEwistP7alOHtAhXKy4sBHd43Avo4ChAWMAV6BAgCEAE&usg=AOvVaw1XYjdgUjMiqakRj1stwwbn,,https://pitchbook.com/profiles/company/164696-77
207,"Halozyme Therapeutics, Inc.",https://www.halozyme.com/,https://www.halozyme.com/,http://halozyme.com/about/board/default.aspx,1,HALO,https://whalewisdom.com/stock/halo,https://www.crunchbase.com/organization/halozyme-therapeutics/company_financials,N/A,https://whalewisdom.com/stock/halo,,,https://www.crunchbase.com/organization/halozyme-therapeutics/company_financials,,https://pitchbook.com/profiles/company/10712-80
208,Hamlet Pharma AB,http://hamletpharma.com/,http://hamletpharma.com/,http://hamletpharma.com/about/,1,HAMLET,https://whalewisdom.com/stock/hamlet,http://crunchbase.com/organization/hamlet-pharma,1,https://whalewisdom.com/stock/hamlet,,,https://markets.ft.com/data/equities/tearsheet/profile?s=PCIB:OSL,,https://pitchbook.com/profiles/company/159625-81
209,"Hanmi Pharmaceutical Co., Ltd.",http://www.hanmipharm.com/,http://www.hanmipharm.com/,http://hanmipharm.com/ehanmi/handler/Investment-Director,1,128940,https://whalewisdom.com/stock/128940,https://www.crunchbase.com/organization/hanmi-pharmaceutical/company_financials,1,https://whalewisdom.com/stock/128940,,,https://www.crunchbase.com/organization/hanmi-pharmaceutical/company_financials,,https://pitchbook.com/profiles/company/62924-95
210,Helsinn Healthcare SA,https://www.helsinn.com/,https://www.helsinn.com/,http://helsinn.com/about-us/our-management-and-board/,1,,,https://www.crunchbase.com/organization/helsinn-healthcare,1,,,,https://torreya.com/publications/pharma1000-intro-presentation-sep2020.pdf,,https://pitchbook.com/profiles/company/229689-82
211,Horizon Therapeutics plc,https://www.horizontherapeutics.com/,https://www.horizontherapeutics.com/,http://horizontherapeutics.com/company/leadership-team/,1,HZNP,https://whalewisdom.com/stock/hznp,https://www.crunchbase.com/organization/horizon-therapeutics/company_financials,1,https://whalewisdom.com/stock/hznp,,,https://www.crunchbase.com/organization/halozyme-therapeutics/signals_and_news/timeline,,https://pitchbook.com/profiles/company/49064-23
212,ImCyse S.A.,http://www.imcyse.com/,http://www.imcyse.com/,http://www.imcyse.com/en/about-us/scientific-advisory-board,2,,,https://www.crunchbase.com/organization/imcyse/company_financials,3,,,,https://www.crunchbase.com/organization/s-r-i-w/company_financials,,https://www.morningstar.com/news/globe-newswire/8154557/imcyse-raises-additional-eur-213-million-in-series-b-financing-round-pfizer-joins-as-newest-shareholder
213,Immatics N.V.,https://immatics.com/,https://immatics.com/,https://immatics.com/inside-immatics/sab/,3,IMTX,https://whalewisdom.com/stock/imtx,https://www.crunchbase.com/organization/immatics-biotechnologies,3,https://whalewisdom.com/stock/imtx,,,https://www.crunchbase.com/organization/immatics-biotechnologies,,https://pitchbook.com/profiles/company/11025-46
214,Immune System Key Ltd.,https://www.immunesk.com/,https://www.immunesk.com/,http://immunesk.com/team/,2,,,https://www.crunchbase.com/organization/immune-system-key,1,,,,https://www.crunchbase.com/organization/sensei-biotherapeutics,,https://pitchbook.com/profiles/company/165439-63
215,"Immune Therapeutics, Inc.",https://www.immunetherapeutics.com/,https://www.immunetherapeutics.com/,http://immunetherapeutics.com,1,IMUN,https://whalewisdom.com/stock/imun,https://www.crunchbase.com/organization/tni-biotech/company_financials,N/A,https://whalewisdom.com/stock/imun,,,https://www.crunchbase.com/organization/tni-biotech/company_financials,,https://pitchbook.com/profiles/company/65698-75
216,"ImmunoForge, Co. Ltd.",https://www.immunoforge.com/,https://www.immunoforge.com/,http://immunoforge.com/leadership,1,,,https://www.crunchbase.com/organization/immunoforge/company_financials,1,,,,,,
217,ImmuPharma PLC,http://www.immupharma.com/,http://www.immupharma.com/,http://immupharma.co.uk/our-team/#team-fourth-row,2,IMM,https://whalewisdom.com/stock/imm,https://www.crunchbase.com/organization/immupharma,N/A,https://whalewisdom.com/stock/imm,,,https://www.crunchbase.com/organization/immupharma,,https://pitchbook.com/profiles/company/56719-36
218,"Impel NeuroPharma, Inc.",https://impelnp.com/,https://impelnp.com/,https://impelnp.com/about-us/scientific-advisory-board/,2,,,https://www.crunchbase.com/organization/impel-neuropharma/company_financials,3,,,,https://www.crunchbase.com/organization/veeva,,https://pitchbook.com/profiles/company/53015-59
219,IMV Inc.,https://www.imv-inc.com/,https://www.imv-inc.com/,http://imv-inc.com/about-us/scientific-clinical-advisors,2,IMV,https://whalewisdom.com/stock/imv,https://www.crunchbase.com/organization/immunovaccine/company_financials,N/A,https://whalewisdom.com/stock/imv,,,https://www.crunchbase.com/organization/immunovaccine/company_financials,,https://pitchbook.com/profiles/company/59853-61
220,INOTREM S.A.,https://www.inotrem.com/,https://www.inotrem.com/,http://inotrem.com/advisory-boards/,2,,,https://www.crunchbase.com/organization/inotrem/company_financials,3,,,,https://www.crunchbase.com/hub/biomedpartners-portfolio-companies,,https://www.morningstar.com/news/business-wire/20201223005625/inotrems-covid-19-phase-iia-clinical-trial-declared-national-priority-research-by-the-french-governments-clinical-trial-council
221,"Inspyr Therapeutics, Inc.",http://inspyrtherapeutics.com/,http://inspyrtherapeutics.com/,http://inspyrtherapeutics.com/about-us,1,NSPX,https://whalewisdom.com/stock/nspx,https://www.crunchbase.com/organization/genspera/company_financials,2,https://whalewisdom.com/stock/nspx,,,https://www.crunchbase.com/organization/genspera/company_financials,,https://pitchbook.com/profiles/company/41654-98
222,"Intarcia Therapeutics, Inc.",https://www.intarcia.com/,https://www.intarcia.com/,https://www.intarcia.com/about/board-of-directors.html,1,ITCA,https://whalewisdom.com/stock/itca,https://www.crunchbase.com/organization/intarcia-therapeutics/company_financials,3,https://whalewisdom.com/stock/itca,,,https://www.crunchbase.com/organization/intarcia-therapeutics,,https://pitchbook.com/profiles/company/13464-82
223,Integra LifeSciences Holdings Corporation,https://www.integralife.com/,https://www.integralife.com/,https://www.integralife.com/corporateLeadership,1,IART,https://whalewisdom.com/stock/iart,https://www.crunchbase.com/organization/integra-lifesciences-holdings/company_financials,N/A,https://whalewisdom.com/stock/iart,,,https://www.crunchbase.com/organization/integra-lifesciences-holdings/company_financials,,https://pitchbook.com/profiles/company/41103-73
224,"Intellect Neurosciences, Inc.",https://www.globenewswire.com/news-release/2015/03/19/716733/10125505/en/Intellect-Neurosciences-Inc-Issues-Letter-to-Shareholders.html,https://www.globenewswire.com/news-release/2015/03/19/716733/10125505/en/Intellect-Neurosciences-Inc-Issues-Letter-to-Shareholders.html,https://web.archive.org/web/20170629223354/http://www.intellectns.com/about-us/advisors,2,ILNS,https://whalewisdom.com/stock/ilns,https://www.crunchbase.com/organization/intellect-neurosciences/company_financials,N/A,https://whalewisdom.com/stock/ilns,,,https://www.crunchbase.com/organization/intellect-neurosciences/company_financials,,https://pitchbook.com/profiles/company/42057-46
225,Invectys,https://www.invectys.com/,https://www.invectys.com/,http://invectys.com/company/scientific-board/,2,,,https://pitchbook.com/profiles/company/439567-12#signals,2,,,,https://www.crunchbase.com/organization/invectys/company_financials,,https://pitchbook.com/profiles/company/439567-12
226,IO Biotech ApS,https://www.iobiotech.com/,https://www.iobiotech.com/,http://invectys.com/company/scientific-board/,2,,,https://www.crunchbase.com/organization/io-biotech/company_financials,3,,,,https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/1902,,https://pitchbook.com/profiles/company/151218-10
227,Ipsen SA,https://www.ipsen.com/,https://www.ipsen.com/,http://ipsen.com/our-company/,1,IPSEY,https://whalewisdom.com/stock/ipsey,https://www.crunchbase.com/organization/ipsen/company_financials,N/A,https://whalewisdom.com/stock/ipsey,,,https://www.crunchbase.com/organization/ferring-pharmaceuticals,,https://pitchbook.com/profiles/company/56048-68
228,"Ironwood Pharmaceuticals, Inc.",https://www.ironwoodpharma.com/,https://www.ironwoodpharma.com/,https://www.ironwoodpharma.com/about/board-of-directors/,1,IRWD,https://whalewisdom.com/stock/irwd,https://www.crunchbase.com/organization/ironwood-pharmaceuticals/company_financials,3,https://whalewisdom.com/stock/irwd,,,https://www.crunchbase.com/organization/ironwood-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/42831-10
229,ISA Pharmaceuticals B.V.,https://www.isa-pharma.com/,https://www.isa-pharma.com/,https://www.isa-pharma.com/company/,2,,,https://www.crunchbase.com/organization/isa-pharmaceuticals,2,,,,https://www.crunchbase.com/organization/isa-pharmaceuticals,,https://www.morningstar.com/news/business-wire/20201231005085/global-hepatitis-b-pipeline-review-h2-2020-researchandmarketscom
