Number,Company,Company URL,Company URL,SAB Link,SAB,Ticker,Whale URL,Crunchbase URL,Venture Funders,Whale URL,Public Holders,# of High Quality Public Holders,Crunchbase URL,Peptide Specialist?,Pitchbook URL
74,"Avion Pharmaceuticals, LLC",https://avionrx.com/,https://avionrx.com/,https://avionrx.com/management-team/,1,,,http://crunchbase.com/organization/avion-pharmaceuticals,1,,,,https://www.cbinsights.com/research/startup-failure-post-mortem/,,https://avionrx.com/about-us/
75,Axoltis Pharma,https://www.axoltis.com/,https://www.axoltis.com/,https://www.axoltis.com/corporate-governance/,1,,,https://pitchbook.com/profiles/company/105746-86#signals,2,,,,,,https://pitchbook.com/profiles/company/105746-86
76,Azelon Pharmaceuticals,https://www.bloomberg.com/profile/company/0285211Z:US,https://www.bloomberg.com/profile/company/0285211Z:US,no page,1,,,https://www.crunchbase.com/organization/azelon-pharmaceuticals/company_financials,2,,,,https://www.crunchbase.com/search/organizations/field/organizations/rank_org/57181,,https://pitchbook.com/profiles/investor/11288-98
77,Bausch Health Companies Inc.,https://www.bauschhealth.com/,https://www.bauschhealth.com/,large cap,N/A,BHC,https://whalewisdom.com/stock/bhc,https://www.crunchbase.com/organization/valeant-pharmaceuticals-international/company_financials,N/A,https://whalewisdom.com/stock/bhc,,,https://www.crunchbase.com/organization/valeant-pharmaceuticals-international/company_financials,,https://pitchbook.com/profiles/company/41276-53
78,Baxter International Inc.,https://www.baxter.com/,https://www.baxter.com/,large cap,N/A,BAX,https://whalewisdom.com/stock/bax,https://www.crunchbase.com/organization/baxter-international/company_financials,N/A,https://whalewisdom.com/stock/bax,,,https://www.crunchbase.com/organization/baxter-international/company_financials,,https://pitchbook.com/profiles/advisor/10574-74
79,Bayer AG,https://www.bayer.com/en/,https://www.bayer.com/en/,large cap,N/A,BAYN,https://whalewisdom.com/stock/bayn,https://www.crunchbase.com/organization/bayer-ag-germany/company_financials,N/A,https://whalewisdom.com/stock/bayn,,,https://www.crunchbase.com/organization/bayer-ag-germany/company_financials,,https://pitchbook.com/profiles/company/11550-88
80,"Beijing Northland Biotechnology Co., Ltd",https://www.linkedin.com/company/beijing-northland-biotech.-co.-ltd.,https://www.linkedin.com/company/beijing-northland-biotech.-co.-ltd.,https://web.archive.org/web/20190619165752/http://www.northland-bio.com/onepage3.html,1,,,https://www.crunchbase.com/organization/beijing-northland-biotech,1,,,,https://ihsmarkit.com/index.html,,"http://dl.magazinedl.com/magazinedl/Bloomberg%20Businessweek%20USA/2019/Bloomberg%20Businessweek%20USA%20-%20October%2028,%202019(magazinedl.com).pdf"
81,"Bicycle Therapeutics, plc",https://www.bicycletherapeutics.com/,https://www.bicycletherapeutics.com/,http://bicycletherapeutics.com/about/,3,BCYC,https://whalewisdom.com/stock/bcyc,https://www.crunchbase.com/organization/bicycle-therapeutics,3,https://whalewisdom.com/stock/bcyc,,,https://www.crunchbase.com/organization/bicycle-therapeutics,,https://pitchbook.com/profiles/company/54172-18
82,"Biocon, Ltd.",https://www.biocon.com/,https://www.biocon.com/,http://biocon.com/about-us/board-of-directors-biocon/,1,,,https://www.crunchbase.com/organization/biocon-biologics-india-ltd/company_financials,2,,,,https://www.crunchbase.com/organization/biocon-biologics-india-ltd/company_financials,,https://pitchbook.com/profiles/company/53660-35
83,BioDiem Ltd,https://www.biodiem.com/,https://www.biodiem.com/,http://biodiem.com/board-and-management/,1,,,https://www.crunchbase.com/organization/biodiem,1,,,,https://occurx.com/our-people/,,https://pitchbook.com/profiles/company/165126-97
84,"Biogen, Inc.",https://www.biogen.com/en_us/home.html,https://www.biogen.com/en_us/home.html,large cap,N/A,BIIB,https://whalewisdom.com/stock/biib,https://www.crunchbase.com/organization/biogen-idec/company_financials,N/A,https://whalewisdom.com/stock/biib,,,https://www.crunchbase.com/organization/biogen-idec/company_financials,,https://pitchbook.com/profiles/company/10553-05
85,BioLineRx Ltd.,https://www.biolinerx.com/,https://www.biolinerx.com/,http://biolinerx.com/about/board-of-directors,1,BLRX,https://whalewisdom.com/stock/blrx,https://www.crunchbase.com/organization/biolinerx/company_financials,2,https://whalewisdom.com/stock/blrx,,,https://www.crunchbase.com/organization/biolinerx/company_financials,,https://pitchbook.com/profiles/company/51185-89
86,"BioMarck Pharmaceuticals, Ltd.",https://www.biomarck.com/,https://www.biomarck.com/,https://www.biomarck.com/scientific-advisory-consultants/,2,,,https://www.crunchbase.com/organization/biomarck-pharmaceuticals/company_financials,2,,,,https://www.crunchbase.com/organization/biomarck-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/54636-22
87,BioMarin Pharmaceutical Inc.,https://www.biomarin.com/,https://www.biomarin.com/,https://investors.biomarin.com/committee-composition?item=7,2,BMRN,https://whalewisdom.com/stock/bmrn,https://www.crunchbase.com/organization/biomarin-pharmaceutical/company_financials,N/A,https://whalewisdom.com/stock/bmrn,,,https://www.crunchbase.com/organization/biomarin-pharmaceutical/company_financials,,https://pitchbook.com/profiles/company/12749-77
88,"Bioniz Therapeutics, Inc.",https://bioniz.com/,https://bioniz.com/,https://bioniz.com/leadership/scientific-advisory-board/,2,,,https://www.crunchbase.com/organization/bioniz/company_financials,3,,,,https://www.crunchbase.com/organization/bioniz/company_financials,,https://pitchbook.com/profiles/company/55062-10
89,Bionor Holding AS,https://bionorholding.com/,https://bionorholding.com/,https://bionorholding.com/about-us/management/,1,,,http://crunchbase.com/organization/bionor-pharma/company_financials,1,,,,https://zephyrnet.com/norwegian-scientist-birger-sorensen-claims-coronavirus-was-lab-made-and-not-natural-in-origin/,,https://pitchbook.com/profiles/company/56784-97
90,BioNTech SE,https://www.bloomberg.com/quote/BNTX:US,https://www.bloomberg.com/quote/BNTX:US,https://biontech.de/our-dna/leadership,2,BNTX,https://whalewisdom.com/stock/bntx,https://www.crunchbase.com/organization/biontech-ag/company_financials,3,https://whalewisdom.com/stock/bntx,,,https://www.crunchbase.com/organization/biontech-ag/company_financials,,https://pitchbook.com/profiles/company/56857-33
91,Biosceptre International Limited,https://www.biosceptre.com/,https://www.biosceptre.com/,https://www.biosceptre.com/team/#scientific-advisory-board,2,,,https://www.crunchbase.com/organization/biosceptre/company_financials,2,,,,https://www.crunchbase.com/organization/biosceptre/company_financials,,https://pitchbook.com/profiles/company/64798-12
92,Biosidus S.A.,https://www.biosidus.com/index_en.php,https://www.biosidus.com/index_en.php,https://www.biosidus.com.ar/institutional.php,1,,,https://www.crunchbase.com/organization/biosidus-s-a/company_financials,2,,,,https://www.crunchbase.com/organization/biosidus-s-a/company_financials,,https://www.morningstar.com/news/business-wire/20210204005548/global-biosimilar-growth-hormones-market-report-2020-2030-growth-hormone-deficiency-turner-syndrome-idiopathic-short-stature-prader-willi-syndrome-others-researchandmarketscom
93,"BioVie, Inc.",https://www.biovieinc.com/,https://www.biovieinc.com/,https://www.biovieinc.com/about/#MedicalAdvisors,2,BIVI,https://whalewisdom.com/stock/bivi,https://www.crunchbase.com/organization/biovie/company_financials,2,https://whalewisdom.com/stock/bivi,,,https://www.crunchbase.com/organization/biovie/company_financials,,https://pitchbook.com/profiles/company/57789-28
94,"BioWest Therapeutics, Inc.",http://www.brazileconologyfund.com/en/key-points/,http://www.brazileconologyfund.com/en/key-points/,no page,1,BWE:CN,https://whalewisdom.com/stock/bwe:cn,https://bciq.biocentury.com/companies/biowest_therapeutics_inc,1,https://whalewisdom.com/stock/bwe:cn,,,https://www.biolifesolutions.com/,,https://pitchbook.com/profiles/company/52766-83
95,"Biscayne Pharmaceuticals, Inc.",https://www.biospace.com/article/supernus-pharma-to-buy-biscayne-neurotherapeutics-in-potential-183-million-deal-am6a-/,https://www.biospace.com/article/supernus-pharma-to-buy-biscayne-neurotherapeutics-in-potential-183-million-deal-am6a-/,https://web.archive.org/web/20170612125529/http://biscaynepharma.com/,1,,,https://www.crunchbase.com/organization/biscayne-pharmaceuticals/company_financials,2,,,,https://www.crunchbase.com/hub/southern-us-therapeutics-companies,,https://pitchbook.com/profiles/company/62804-98
96,"Blaze Bioscience, Inc. ",http://www.blazebioscience.com/,http://www.blazebioscience.com/,http://blazebioscience.com/management-team.html,1,,,https://www.crunchbase.com/organization/blaze-bioscience,2,,,,https://www.crunchbase.com/organization/blaze-bioscience,,https://pitchbook.com/profiles/company/54611-56
97,Boehringer Ingelheim GmbH,https://www.boehringer-ingelheim.com/,https://www.boehringer-ingelheim.com/,large cap,N/A,,,https://www.crunchbase.com/organization/heparegenix/company_financials,N/A,,,,https://www.crunchbase.com/organization/heparegenix/company_financials,,https://pitchbook.com/profiles/investor/83141-65
98,"Bolder BioTechnology, Inc.",http://www.bolderbio.com/,http://www.bolderbio.com/,http://bolderbio.com/about/leadership/,1,,,https://www.crunchbase.com/organization/bolder-biotechnology,1,,,,https://www.crunchbase.com/organization/sirnaomics/company_financials,,https://pitchbook.com/sitemap-na-newsletter2.xml.gz
99,Boston Scientific Corporation,https://www.bostonscientific.com/en-US/Home.html,https://www.bostonscientific.com/en-US/Home.html,large cap,N/A,BSX,https://whalewisdom.com/stock/bsx,https://www.crunchbase.com/organization/boston-scientific/company_financials,N/A,https://whalewisdom.com/stock/bsx,,,https://www.crunchbase.com/organization/boston-scientific/company_financials,,https://pitchbook.com/profiles/company/338667-58
100,"Boston Therapeutics, Inc.",https://www.bostonti.com/,https://www.bostonti.com/,http://bostonti.com/about-bti/advisors,2,BTHE,https://whalewisdom.com/stock/bthe,https://www.crunchbase.com/organization/boston-therapeutics/company_financials,1,https://whalewisdom.com/stock/bthe,,,https://www.crunchbase.com/organization/advancis-pharmaceutical-corporation/company_financials,,https://pitchbook.com/profiles/company/51039-91
101,Botanix Pharmaceuticals Limited,https://botanixpharma.com/,https://botanixpharma.com/,https://botanixpharma.com/,2,BOT:AU,https://whalewisdom.com/stock/bot:au,https://www.crunchbase.com/organization/botanix-pharmaceuticals/company_financials,N/A,https://whalewisdom.com/stock/bot:au,,,https://www.crunchbase.com/organization/botanix-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/155938-96
102,"Brickell Biotech, Inc.",https://brickellbio.com/,https://brickellbio.com/,https://brickellbio.com/company/#advisors,2,BBI,https://whalewisdom.com/stock/bbi,https://www.crunchbase.com/organization/brickell-biotech/company_financials,2,https://whalewisdom.com/stock/bbi,,,https://www.crunchbase.com/organization/brickell-biotech/company_financials,,https://pitchbook.com/profiles/company/56202-76
103,"BrightPath Biotherapeutics Co., Ltd",https://www.brightpathbio.com/english/,https://www.brightpathbio.com/english/,http://brightpathbio.com/english/company/directors.html,1,,,https://www.crunchbase.com/organization/greenpeptide-co--ltd-/company_financials,2,,,,https://www.crunchbase.com/organization/greenpeptide-co--ltd-/company_financials,,https://pitchbook.com/profiles/company/111774-43
104,"BRIM Biotechnology, Inc.",https://www.brimbiotech.com/en/,https://www.brimbiotech.com/en/,https://www.brimbiotech.com/en/our-board/#,1,,,http://crunchbase.com/organization/brim-biotechnology,2,,,,https://43ac6c2f65ec5b4089d6ab9d4c4988ef.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/254144,,https://www.prnewswire.com/Sitemap_Index_Jul_2020.xml.gz
105,Bristol Myers Squibb Company,https://www.bms.com/,https://www.bms.com/,large cap,N/A,BMY,https://whalewisdom.com/stock/bmy,https://www.crunchbase.com/organization/bristol-myers-squibb/company_financials,N/A,https://whalewisdom.com/stock/bmy,,,https://www.crunchbase.com/organization/bristol-myers-squibb/company_financials,,https://pitchbook.com/profiles/company/12606-40
106,Bruin Pharmaceuticals,https://www.linkedin.com/in/diedre-de-bruin-11964ab0,https://www.linkedin.com/in/diedre-de-bruin-11964ab0,no page,1,,,https://www.linkedin.com/in/diedre-de-bruin-11964ab0,1,,,,https://www.crunchbase.com/hub/australasia-biotechnology-companies,,https://pitchbook.com/profiles/company/222264-91
107,"Burzynski Research Institute, Inc.",http://www.burzynskiresearch.com/,http://www.burzynskiresearch.com/,http://burzynskiresearch.com/,1,BZYR,https://whalewisdom.com/stock/bzyr,http://crunchbase.com/organization/burzynski-research-institute,1,https://whalewisdom.com/stock/bzyr,,,https://www.zippia.com/company/best-health-care-companies-texas/,,https://pitchbook.com/profiles/company/41386-24
108,Camurus AB,https://www.camurus.com/,https://www.camurus.com/,http://camurus.com/camurus/#boardofdirectors,1,CAMX,https://whalewisdom.com/stock/camx,https://www.crunchbase.com/organization/camurus/company_financials,2,https://whalewisdom.com/stock/camx,,,https://www.crunchbase.com/hub/europe-health-care-public-companies,,https://pitchbook.com/profiles/company/159524-83
109,"CanBas Co., Ltd.",https://www.dnb.com/business-directory/company-profiles.canbas_coltd.5c734d8b89f24e08e17bb211bde608f2.html,https://www.dnb.com/business-directory/company-profiles.canbas_coltd.5c734d8b89f24e08e17bb211bde608f2.html,http://canbas.co.jp/eng/company/management.html,2,4575,https://whalewisdom.com/stock/4575,https://www.crunchbase.com/organization/canbas-co-ltd/company_financials,1,https://whalewisdom.com/stock/4575,,,https://www.crunchbase.com/organization/canbas-co-ltd/company_financials,,https://pitchbook.com/profiles/company/164758-87
110,"Cancer Advances, Inc.",http://www.canceradvancesinc.com/,http://www.canceradvancesinc.com/,http://canceradvances.com/about/,2,,,https://www.crunchbase.com/organization/cancer-advances,1,,,,https://www.crunchbase.com/organization/cancer-prevention-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/123103-45
111,Cantab Anti-infectives Ltd.,http://www.cantabanti.com/,http://www.cantabanti.com/,https://web.archive.org/web/20180501041425/http://www.cantabanti.com/aboutus.html,1,,,http://www.cantabanti.com/,1,,,,https://atlasventure.com/team,,https://oxforddrugdesign.com/about-us/
112,Capstone Therapeutics Corp.,http://www.capstonethx.com/,http://www.capstonethx.com/,http://capstonethx.com/board-of-directors/,1,CAPS,https://whalewisdom.com/stock/caps,https://www.crunchbase.com/organization/capstone-therapeutics/company_financials,N/A,https://whalewisdom.com/stock/caps,,,https://www.crunchbase.com/person/sean-givens,,https://pitchbook.com/profiles/company/41173-93
113,"Cara Therapeutics, Inc.",https://www.caratherapeutics.com/,https://www.caratherapeutics.com/,http://caratherapeutics.com/about/board-of-directors/,1,CARA,https://whalewisdom.com/stock/cara,https://www.crunchbase.com/organization/cara-therapeutics/company_financials,2,https://whalewisdom.com/stock/cara,,,https://www.crunchbase.com/organization/cara-therapeutics/company_financials,,https://pitchbook.com/profiles/company/46487-26
114,Cardiorentis AG,https://www.thepharmaletter.com/company/cardiorentis-ag,https://www.thepharmaletter.com/company/cardiorentis-ag,no page,1,,,https://www.crunchbase.com/organization/cardiorentis/company_financials,2,,,,https://43ac6c2f65ec5b4089d6ab9d4c4988ef.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/31059,,https://www.scribd.com/document/331836820/Clipperton-Innovation-Financing-Jul16
115,Carmot Therapeutics Inc.,http://www.carmot-pharma.com/,http://www.carmot-pharma.com/,http://carmot-therapeutics.us/board-of-directors/,1,,,https://www.crunchbase.com/organization/carmot-therapeutics/company_financials,3,,,,https://www.crunchbase.com/organization/carmot-therapeutics/company_financials,,https://pitchbook.com/profiles/company/51411-43
116,Cebix Incorporated,https://www.prnewswire.com/news-releases/cebix-initiates-phase-1b-clinical-trial-with-drug-candidate-ersatta-123988844.html,https://www.prnewswire.com/news-releases/cebix-initiates-phase-1b-clinical-trial-with-drug-candidate-ersatta-123988844.html,https://web.archive.org/web/20110708131033/http://www.cebix.com/index.php/about_us/board_of_directors/,1,,,https://www.crunchbase.com/organization/cebix/company_financials,3,,,,https://www.equitynet.com/c/auspex-pharmaceuticals,,https://pitchbook.com/sitemap-na-newsletter2.xml.gz
117,Cellivery Therapeutics Inc,http://www.cellivery.com/,http://www.cellivery.com/,http://www.cellivery.com/,1,,,https://www.crunchbase.com/organization/cellivery-therapeutics/company_financials,2,,,,https://www.crunchbase.com/organization/cellivery-therapeutics/company_financials,,https://pitchbook.com/profiles/company/183777-49
118,CEL-SCI Corporation,https://cel-sci.com/,https://cel-sci.com/,https://cel-sci.com/about-us/#boardofdirectors,1,CVM,https://whalewisdom.com/stock/cvm,https://cel-sci.com/,N/A,https://whalewisdom.com/stock/cvm,,,https://www.crunchbase.com/hub/united-states-health-care-public-companies,,https://pitchbook.com/profiles/company/41048-92
119,Celtaxsys Inc.,https://www.bloomberg.com/profile/company/1285030D:US,https://www.bloomberg.com/profile/company/1285030D:US,https://web.archive.org/web/20180817042922/http://celtaxsys.com/about-celtaxsys/scientific-medical-advisor/,2,,,https://www.crunchbase.com/organization/celtaxsys/company_financials,3,,,,https://www.crunchbase.com/organization/the-cystic-fibrosis-foundation/company_financials,,https://pitchbook.com/profiles/company/51403-96
120,Cend Therapeutics,https://cendrx.com/,https://cendrx.com/,https://cendrx.com/about-us/#sab,3,,,http://crunchbase.com/organization/drugcendr-inc/company_financials,2,,,,https://www.crunchbase.com/organization/drugcendr-inc/company_financials,,https://pitchbook.com/profiles/company/180691-75
121,"Cenna Biosciences, Inc.",https://www.cennabiosciences.com/,https://www.cennabiosciences.com/,https://www.cennabiosciences.com/interviews.html?key=7509,1,,,http://crunchbase.com/organization/cenna-biosciences,1,,,,https://www.sophiagenetics.com/,,https://tracxn.com/d/companies/cennabiosciences.com
122,Chemokine Therapeutics Corp.,https://www.technologynetworks.com/tn/go/lc/further-information-238990,https://www.technologynetworks.com/tn/go/lc/further-information-238990,no page,1,,,https://www.technologynetworks.com/tn/go/lc/further-information-238990,1,,,,https://www.crunchbase.com/organization/techne-corporation/company_financials,,https://pitchbook.com/profiles/company/119539-54
123,"Chiasma, Inc.",https://chiasma.com/,https://chiasma.com/,https://chiasma.com/about-us/,1,CHMA,https://whalewisdom.com/stock/chma,https://www.crunchbase.com/organization/chiasma,3,https://whalewisdom.com/stock/chma,,,https://www.crunchbase.com/organization/chiasma,,https://pitchbook.com/profiles/company/52958-89
124,Chiesi Farmaceutici S.p.A.,https://www.chiesi.com/,https://www.chiesi.com/,http://chiesi.com/chi-siamo/management/,1,,,https://www.crunchbase.com/organization/chiesi-pharmaceuticals/company_financials,1,,,,http://www.venturedeal.com/Reports/pdf/IPO_Report_-_February_2019.pdf,,https://pitchbook.com/profiles/company/166162-33
125,"Chrysalis BioTherapeutics, Inc.",https://chrysbio.com/,https://chrysbio.com/,https://chrysbio.com/about/,1,,,https://www.crunchbase.com/organization/chrysalis-biotherapeutics/company_financials,1,,,,https://www.crunchbase.com/organization/chrysalis-biotherapeutics/company_financials,,https://pitchbook.com/profiles/company/168212-08
126,"Circle Pharma, Inc.",https://circlepharma.com/,https://circlepharma.com/,https://circlepharma.com/about/team/,3,,,https://www.crunchbase.com/organization/circle-pharma/company_financials,3,,,,https://www.crunchbase.com/organization/circle-pharma/company_financials,,https://pitchbook.com/profiles/company/66053-17
127,"Cleveland BioLabs, Inc.",http://www.cbiolabs.com/,http://www.cbiolabs.com/,http://cbiolabs.com/management-team/,1,CBLI,https://whalewisdom.com/stock/cbli,https://pitchbook.com/profiles/company/41591-98#signals,2,https://whalewisdom.com/stock/cbli,,,https://www.crunchbase.com/organization/cleveland-biolabs/company_financials,,https://pitchbook.com/profiles/company/41591-98
128,CLINUVEL PHARMACEUTICALS LIMITED,https://au.linkedin.com/company/clinuvel-pharmaceuticals-ltd,https://au.linkedin.com/company/clinuvel-pharmaceuticals-ltd,https://www.clinuvel.com/people/#boardofdirectors,1,CLVLY,https://whalewisdom.com/stock/clvly,https://www.crunchbase.com/organization/clinuvel-pharmaceuticals/company_financials,N/A,https://whalewisdom.com/stock/clvly,,,https://www.crunchbase.com/hub/oceania-biotechnology-companies/hub_overview_default/timeline,,https://pitchbook.com/profiles/company/63592-39
129,"Clovis Oncology, Inc.",https://www.clovisoncology.com/,https://www.clovisoncology.com/,http://clovisoncology.com/about/leadership/,1,CLVS,https://whalewisdom.com/stock/clvs,https://www.crunchbase.com/organization/clovis-oncology/company_financials,3,https://whalewisdom.com/stock/clvs,,,https://www.crunchbase.com/organization/clovis-oncology/company_financials,,https://pitchbook.com/profiles/company/51321-43
130,"CohBar, Inc.",https://www.cohbar.com/,https://www.cohbar.com/,https://www.cohbar.com/about/scientific-advisors,1,CWBR,https://whalewisdom.com/stock/cwbr,https://www.crunchbase.com/organization/cohbar/company_financials,1,https://whalewisdom.com/stock/cwbr,,,https://www.crunchbase.com/organization/cohbar/company_financials,,https://pitchbook.com/profiles/company/83298-70
131,Compugen Ltd.,https://cgen.com/,https://cgen.com/,https://cgen.com/about/leadership/,3,CGEN,https://whalewisdom.com/stock/cgen,https://www.crunchbase.com/organization/compugen/company_financials,N/A,https://whalewisdom.com/stock/cgen,,,https://www.crunchbase.com/organization/compugen/company_financials,,https://pitchbook.com/profiles/company/41484-70
132,"Concert Pharmaceuticals, Inc.",https://www.concertpharma.com/,https://www.concertpharma.com/,http://concertpharma.com/about-concert/board-of-directors/,1,CNCE,https://whalewisdom.com/stock/cnce,https://www.crunchbase.com/organization/concert-pharmaceuticals/company_financials,3,https://whalewisdom.com/stock/cnce,,,https://www.crunchbase.com/organization/concert-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/13327-66
133,"ConjuChem, LLC",http://www.conjuchem.com/,http://www.conjuchem.com/,http://conjuchem.com,1,,,https://www.crunchbase.com/organization/conjuchem-biotechnologies/company_financials,N/A,,,,https://github.com/treasure-data/Lead-List-from-CrunchBase-/blob/master/Job%20Files/Page_1-37.csv,,https://in.finance.yahoo.com/news/brexit-stalls-investments-sovereign-wealth-funds-britain-104104798--sector.html
134,"Constant Therapeutics, LLC",https://www.constanttherapeutics.com/,https://www.constanttherapeutics.com/,http://constanttherapeutics.com/leadership/,3,,,http://constanttherapeutics.com,1,,,,https://www.crunchbase.com/organization/f-star-biotechnologische-forschungs-und-entwicklungsges-m-b-h,,https://ats.coxenterprises.com/--IF/LinkedIn/CoxIFVStage/68/DisplayLang=ENG/FI--/jobs/view/senior-research-associate-company-secondary-at-pitchbook-data-2389742075?refId=e4982e40-835a-425f-b14f-ee7905f70329&trackingId=cFRJdKL5T4%2BIYeST2sastQ%3D%3D&trk=public_jobs_job-result-card_result-card_full-click
135,ContraFect Corporation.,https://www.contrafect.com/,https://www.contrafect.com/,https://www.contrafect.com/about-us/board-of-directors,1,CFRX,https://whalewisdom.com/stock/cfrx,http://crunchbase.com/organization/contrafect/company_financials,2,https://whalewisdom.com/stock/cfrx,,,https://www.crunchbase.com/organization/flagship-ventures/investor_financials,,https://pitchbook.com/profiles/company/55233-37
136,Corium Inc.,https://www.coriumintl.com/,https://www.coriumintl.com/,http://coriumintl.com/home/about-us/board-of-directors/,1,,,https://www.crunchbase.com/organization/corium,1,,,,https://www.crunchbase.com/organization/corium-international/company_financials,,https://pitchbook.com/profiles/company/40460-50
137,Corvidia Therapeutics,https://corvidiatx.com/corvidia-is-now-part-of-novo-nordisk/,https://corvidiatx.com/corvidia-is-now-part-of-novo-nordisk/,http://corvidia-new.tgwstudio.com/about/,3,,,http://crunchbase.com/organization/corvidia/company_financials,3,,,,https://www.crunchbase.com/organization/medimmune/company_financials,,https://pitchbook.com/profiles/company/153929-71
138,"Creative Bio-Peptides, Inc.",http://creativebiopeptides.com/,http://creativebiopeptides.com/,http://creativebiopeptides.com/organization/,1,,,http://creativebiopeptides.com/organization/,1,,,,https://about.crunchbase.com/blog/50-female-entrepreneurs-list/,,https://pitchbook.com/profiles/company/266555-98
139,Critical Pharmaceuticals,https://www.biospace.com/employer/511150/critical-pharmaceuticals-limited/,https://www.biospace.com/employer/511150/critical-pharmaceuticals-limited/,https://web.archive.org/web/20160406233605/http://www.criticalpharmaceuticals.com/about/team,1,,,https://www.crunchbase.com/organization/critical-pharmaceuticals/company_financials,2,,,,https://www.crunchbase.com/organization/critical-pharmaceuticals/company_financials,,https://pitchbook.com/profiles/company/64222-30
140,CSL Limited,https://www.csl.com/,https://www.csl.com/,large cap,N/A,CSL,https://whalewisdom.com/stock/csl,https://www.crunchbase.com/organization/csl-behring/company_financials,N/A,https://whalewisdom.com/stock/csl,,,https://www.crunchbase.com/organization/csl-behring/company_financials,,https://pitchbook.com/profiles/company/54505-00
141,CuroNZ,http://www.curonz.com/,http://www.curonz.com/,http://curonz.com/scientific_advisory_board.htm,2,,,https://www.crunchbase.com/organization/curonz,1,,,,,,https://tracxn.com/d/companies/curonz.com
142,CytImmune Sciences Inc.,http://www.cytimmune.com/,http://www.cytimmune.com/,http://www.cytimmune.com/,1,,,https://www.crunchbase.com/organization/cytimmune-sciences/company_financials,2,,,,https://www.crunchbase.com/organization/cytimmune-sciences/company_financials,,https://pitchbook.com/profiles/company/62452-09
143,"CYTLIMIC, Inc.",https://www.cytlimic.com/en.html,https://www.cytlimic.com/en.html,https://www.cytlimic.com/en.html,1,,,https://www.crunchbase.com/organization/cytlimic-inc/company_financials,2,,,,https://www.crunchbase.com/organization/cytlimic-inc/company_financials,,https://tracxn.com/d/companies/cytlimic.com
144,Cytovation AS,https://www.cytovation.com/,https://www.cytovation.com/,http://cytovation.com/about-us/,1,,,http://crunchbase.com/organization/cytovation/company_financials,1,,,,https://www.crunchbase.com/search/organizations/field/organization.companies/rank_org/80961,,https://pitchbook.com/profiles/company/182636-65
145,CytRx Corporation,https://www.cytrx.com/,https://www.cytrx.com/,https://www.cytrx.com/about-us/board-of-directors/,1,CYTR,https://whalewisdom.com/stock/cytr,https://www.crunchbase.com/organization/cytrx-corporation,N/A,https://whalewisdom.com/stock/cytr,,,https://www.crunchbase.com/organization/cytrx-corporation,,https://pitchbook.com/profiles/company/41240-53
146,Cyxone AB,https://cyxone.com/en/,https://cyxone.com/en/,https://cyxone.com/en/about-us/scientific-advisory-board/,2,CYXO,https://whalewisdom.com/stock/cyxo,https://www.crunchbase.com/organization/cyxone,1,https://whalewisdom.com/stock/cyxo,,,https://markets.ft.com/data/equities/tearsheet/summary?s=PRLD:NGM,,https://pitchbook.com/profiles/company/162675-01
147,D&D Pharmatech,http://www.ddpharmatech.com/,http://www.ddpharmatech.com/,http://www.ddpharmatech.com/,1,,,https://www.crunchbase.com/organization/d-d-pharmatech/investor_financials,2,,,,https://www.crunchbase.com/organization/d-d-pharmatech/investor_financials,,https://pitchbook.com/profiles/company/231109-12
148,"Daiichi Sankyo Co., Ltd.",https://www.daiichisankyo.com/,https://www.daiichisankyo.com/,large cap,N/A,4568,https://whalewisdom.com/stock/4568,https://www.crunchbase.com/organization/taiyo-holdings-ltd/company_financials,N/A,https://whalewisdom.com/stock/4568,,,https://www.crunchbase.com/organization/taiyo-holdings-ltd/company_financials,,https://pitchbook.com/profiles/company/51036-40
149,"Dauntless Pharmaceuticals, Inc.",http://www.dauntlessph.com/,http://www.dauntlessph.com/,http://www.dauntlessph.com/about/leadership/#bod,1,,,https://www.crunchbase.com/organization/dauntless-1/company_financials,2,,,,https://www.crunchbase.com/organization/dauntless-1/company_financials,,https://pitchbook.com/profiles/company/120492-55
150,Daval International Limited,https://www.davalinternational.com/,https://www.davalinternational.com/,https://davalinternational.com/page4.html,1,,,https://www.crunchbase.com/organization/daval-international-ltd,1,,,,https://link.springer.com/content/pdf/10.1007%2F978-3-658-24704-1.pdf,,https://pitchbook.com/profiles/company/114089-23
151,Debiopharm S.A.,https://www.debiopharm.com/,https://www.debiopharm.com/,http://debiopharm.com/drug-development/management/,1,,,https://www.crunchbase.com/organization/debiopharm,2,,,,https://www.crunchbase.com/organization/debiopharm,,https://pitchbook.com/profiles/investor/95944-60
152,"Delpor, Inc.",https://www.delpor.com/,https://www.delpor.com/,http://delpor.com/about-us/officers-directors/,1,,,https://www.crunchbase.com/organization/delpor/company_financials,2,,,,https://www.crunchbase.com/organization/delpor/company_financials,,https://pitchbook.com/profiles/company/60266-80
